,Gender,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average Score,WklyStudyHoursValue
277,male,associate's degree,free/reduced,none,married,never,yes,1.0,school_bus,> 10,66,61,59,62.0,3.0
278,male,some high school,standard,completed,widowed,regularly,no,2.0,school_bus,5 - 10,47,41,44,44.0,2.0
279,male,associate's degree,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,73,75,69,72.0,2.0
280,male,associate's degree,free/reduced,completed,single,regularly,no,2.0,private,< 5,39,45,50,45.0,1.0
281,male,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,89,86,75,83.0,1.0
282,male,some college,free/reduced,completed,married,never,yes,2.0,private,< 5,76,75,77,76.0,1.0
283,male,some high school,free/reduced,none,divorced,regularly,no,4.0,school_bus,< 5,55,53,52,53.0,1.0
284,female,associate's degree,standard,completed,single,never,yes,5.0,school_bus,> 10,66,83,80,76.0,3.0
285,male,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,82,77,65,75.0,2.0
286,female,associate's degree,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,76,76,85,79.0,2.0
288,male,some college,standard,completed,divorced,regularly,yes,5.0,private,5 - 10,100,88,83,90.0,2.0
289,male,some high school,standard,none,single,regularly,no,2.0,school_bus,5 - 10,52,52,45,50.0,2.0
290,female,associate's degree,free/reduced,none,married,regularly,no,3.0,private,> 10,56,73,70,66.0,3.0
291,female,high school,free/reduced,none,single,regularly,yes,5.0,school_bus,< 5,48,56,52,52.0,1.0
292,female,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,73,76,80,76.0,2.0
293,male,bachelor's degree,standard,none,married,never,yes,3.0,school_bus,< 5,62,58,54,58.0,1.0
294,male,bachelor's degree,standard,completed,single,sometimes,yes,0.0,private,5 - 10,67,61,68,65.0,1.8977295694940375
295,female,associate's degree,free/reduced,completed,single,sometimes,yes,2.0,private,> 10,70,68,70,69.0,3.0
296,male,high school,standard,none,married,regularly,no,3.0,private,5 - 10,73,66,66,68.0,2.0
297,female,master's degree,standard,completed,widowed,never,yes,3.0,private,5 - 10,74,80,88,81.0,2.0
298,male,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,83,72,78,78.0,2.0
299,male,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,< 5,61,69,67,66.0,1.0
300,female,associate's degree,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,55,64,63,61.0,1.0
301,female,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,64,77,82,74.0,1.0
302,female,high school,standard,none,married,never,no,3.0,private,> 10,74,85,78,79.0,3.0
303,female,some college,standard,none,married,regularly,yes,2.0,private,< 5,70,80,80,77.0,1.0
304,female,some high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,40,52,51,48.0,2.0
305,female,high school,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,39,45,42,42.0,1.0
306,female,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,82,90,94,89.0,2.0
307,male,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,61,62,61.0,2.0
308,male,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,29,23,19,24.0,3.0
309,male,associate's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,82,75,77,78.0,2.0
310,female,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,39,54,49,47.0,1.0
311,male,high school,standard,none,single,regularly,yes,2.0,school_bus,< 5,70,59,61,63.0,1.0
313,male,associate's degree,standard,completed,married,never,no,3.0,school_bus,> 10,61,55,52,56.0,3.0
314,male,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,90,78,81,83.0,2.0
316,female,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,62,69,67,66.0,2.0
317,male,some high school,standard,completed,married,regularly,no,2.0,private,5 - 10,78,71,70,73.0,2.0
318,male,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,50,51,44,48.0,2.0
319,female,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,23,37,26,29.0,1.0
320,female,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,35,55,60,50.0,2.0
321,male,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,61,62,54,59.0,3.0
322,female,associate's degree,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,62,74,64,67.0,2.0
323,female,associate's degree,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,66,74,72,71.0,1.0
324,male,associate's degree,standard,completed,single,sometimes,yes,3.0,private,< 5,64,70,65,66.0,1.0
326,female,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,72,80,75,76.0,2.0
327,male,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,62,61,57,60.0,2.0
328,female,bachelor's degree,standard,completed,married,regularly,yes,0.0,school_bus,< 5,76,93,95,88.0,1.0
329,male,associate's degree,standard,none,divorced,regularly,yes,2.0,private,> 10,92,76,79,82.0,3.0
330,female,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,52,65,69,62.0,2.0
331,male,some college,standard,none,married,never,no,4.0,school_bus,> 10,67,57,53,59.0,3.0
332,female,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,61,76,78,72.0,1.0
333,female,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,45,57,57,53.0,1.0
334,female,some college,standard,none,married,never,yes,2.0,school_bus,< 5,55,68,66,63.0,1.0
335,female,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,> 10,64,74,73,70.0,3.0
336,male,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,63,61,61,62.0,2.0
337,female,some college,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,40,65,67,57.0,1.0
338,female,some college,standard,none,divorced,sometimes,no,1.0,private,< 5,77,88,87,84.0,1.0
339,female,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,56,61,57,58.0,2.0
340,male,some high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,87,85,79,84.0,2.0
341,female,some college,standard,none,single,regularly,no,2.0,private,5 - 10,53,58,59,57.0,2.0
342,female,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,26,33,31,30.0,1.0
343,male,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,60,59,60.0,2.0
344,male,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10,51,59,62,57.0,3.0
345,male,high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,69,58,53,60.0,2.0
346,male,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,private,> 10,64,67,63,65.0,3.0
347,female,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,44,64,58,55.0,2.0
348,female,some high school,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,71,83,84,79.0,2.0
349,male,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,86,78,72,79.0,2.0
350,female,some college,free/reduced,completed,single,sometimes,no,4.0,school_bus,5 - 10,45,73,70,63.0,2.0
351,male,some high school,standard,none,single,sometimes,yes,0.0,private,> 10,76,75,73,75.0,3.0
352,female,some college,standard,completed,married,sometimes,yes,1.0,private,> 10,84,98,97,93.0,3.0
353,female,bachelor's degree,standard,none,married,sometimes,yes,0.0,school_bus,> 10,60,71,74,68.0,3.0
354,female,some high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,82,91,83,85.0,3.0
355,female,master's degree,free/reduced,completed,single,sometimes,yes,2.0,private,5 - 10,85,95,100,93.0,2.0
356,female,some high school,standard,none,single,sometimes,no,1.0,private,> 10,73,84,78,78.0,3.0
357,male,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,67,64,63,65.0,2.0
358,female,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,80,86,83,83.0,2.0
359,male,associate's degree,standard,completed,divorced,sometimes,yes,0.0,private,< 5,84,98,93,92.0,1.0
360,male,master's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,79,82,73,78.0,2.0
361,female,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,> 10,40,50,47,46.0,3.0
362,female,some high school,free/reduced,none,divorced,never,no,5.0,private,5 - 10,35,41,40,39.0,2.0
363,female,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,69,77,76,74.0,2.0
364,female,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,62,71,68,67.0,1.0
365,female,associate's degree,free/reduced,none,widowed,regularly,yes,4.0,school_bus,5 - 10,58,79,68,68.0,2.0
366,female,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,62,64,64,63.0,2.0
367,male,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,71,70,75,72.0,1.0
368,male,some high school,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,75,68,60,68.0,2.0
369,female,some college,standard,none,single,sometimes,no,3.0,private,< 5,74,66,75,72.0,1.0
370,male,some college,standard,none,married,sometimes,yes,3.0,school_bus,> 10,78,68,68,71.0,3.0
371,male,associate's degree,standard,completed,divorced,regularly,yes,4.0,private,> 10,60,55,58,58.0,3.0
372,female,some high school,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10,65,74,77,72.0,2.0
373,female,high school,free/reduced,none,married,never,no,5.0,school_bus,5 - 10,48,65,61,58.0,2.0
374,male,some high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,73,62,57,64.0,1.0
375,male,some high school,standard,none,single,never,no,4.0,private,< 5,56,57,51,55.0,1.0
376,female,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,60,54,68,61.0,2.0
377,male,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,53,43,43,46.0,1.8977295694940375
378,female,some college,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,51,66,57,58.0,3.0
379,female,high school,standard,completed,single,sometimes,yes,4.0,private,5 - 10,88,99,100,96.0,2.0
380,female,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,55,59,63,59.0,2.0
381,female,some high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,62,72,68,67.0,1.0
382,male,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,> 10,68,66,65,66.0,3.0
383,female,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,84,81,78,81.0,2.0
384,female,high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,52,57,56,55.0,2.0
385,male,associate's degree,standard,completed,widowed,never,no,5.0,school_bus,> 10,86,83,84,84.0,3.0
387,male,some college,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,86,84,79,83.0,2.0
388,male,associate's degree,standard,none,married,sometimes,yes,3.0,private,5 - 10,71,66,60,66.0,1.8977295694940375
389,female,associate's degree,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,52,73,80,68.0,2.0
390,male,high school,standard,none,single,regularly,no,3.0,private,5 - 10,86,74,70,77.0,2.0
391,male,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,68,72,66,69.0,1.0
392,male,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,71,71,65,69.0,1.0
393,male,some college,standard,none,married,regularly,no,4.0,private,5 - 10,70,59,63,64.0,2.0
394,male,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,57,56,54,56.0,2.0
395,female,high school,standard,completed,married,regularly,no,2.0,school_bus,< 5,56,57,64,59.0,1.0
396,female,master's degree,free/reduced,completed,divorced,never,yes,0.0,private,> 10,47,59,68,58.0,3.0
397,female,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,57,83,78,73.0,1.0
398,male,some college,free/reduced,none,married,never,no,2.0,private,5 - 10,41,39,34,38.0,2.0
399,female,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,60,65,60,62.0,1.0
400,male,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,88,84,88,87.0,2.0
401,male,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,71,72,66,70.0,2.0
402,male,some high school,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,65,59,53,59.0,1.8977295694940375
403,male,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,70,63,55,63.0,3.0
404,male,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,< 5,62,65,57,61.0,1.0
405,female,high school,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,61,72,70,68.0,1.8977295694940375
406,male,high school,standard,none,single,never,yes,4.0,school_bus,< 5,57,54,52,54.0,1.0
407,female,some high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,< 5,45,58,49,51.0,1.0
408,male,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,75,66,67,69.0,3.0
409,male,some college,free/reduced,completed,married,sometimes,no,7.0,private,5 - 10,50,48,53,50.0,2.0
410,male,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,77,69,65,70.0,2.0
411,male,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,75,66,73,71.0,2.0
412,male,high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,69,55,51,58.0,1.0
413,male,some high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,89,88,82,86.0,2.0
414,female,associate's degree,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,69,82,80,77.0,2.0
415,female,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,78,81,80,80.0,1.8977295694940375
416,female,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,73,69,67.0,2.0
418,male,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,79,82,73,78.0,2.0
419,female,some high school,standard,completed,divorced,regularly,yes,3.0,school_bus,5 - 10,69,75,78,74.0,2.0
421,male,high school,standard,completed,single,regularly,yes,2.0,school_bus,> 10,91,83,83,86.0,3.0
422,male,high school,standard,none,widowed,regularly,yes,4.0,school_bus,5 - 10,48,46,43,46.0,2.0
423,male,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,83,74,73,77.0,2.0
424,female,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,64,85,85,78.0,2.0
425,female,some college,standard,none,married,sometimes,yes,5.0,school_bus,5 - 10,100,92,97,96.0,2.0
426,female,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,> 10,68,79,77,75.0,3.0
427,male,some college,free/reduced,none,married,never,yes,3.0,private,> 10,64,57,48,56.0,3.0
429,male,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,37,56,47,47.0,2.0
430,female,bachelor's degree,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,79,89,89,86.0,2.0
431,male,associate's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,54,54,49,52.0,2.0
432,female,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,100,100,100,100.0,1.8977295694940375
433,male,high school,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,72,65,68,68.0,2.0
434,male,bachelor's degree,free/reduced,none,married,regularly,no,1.0,private,< 5,52,57,55,55.0,1.0
435,male,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,54,54,45,51.0,2.0
436,female,some college,standard,none,divorced,never,no,1.0,private,5 - 10,68,68,74,70.0,2.0
437,female,some college,free/reduced,none,widowed,sometimes,yes,4.0,school_bus,5 - 10,77,90,91,86.0,2.0
438,male,bachelor's degree,standard,completed,divorced,sometimes,yes,2.0,private,5 - 10,75,58,62,65.0,2.0
439,female,some college,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,84,87,91,87.0,2.0
440,female,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,> 10,26,31,38,32.0,3.0
441,male,high school,free/reduced,completed,married,regularly,no,7.0,school_bus,> 10,76,69,67,71.0,3.0
442,female,high school,free/reduced,completed,single,regularly,yes,3.0,private,5 - 10,79,89,87,85.0,2.0
443,male,some college,standard,none,married,regularly,yes,2.0,private,5 - 10,93,75,77,82.0,2.0
444,female,associate's degree,standard,completed,divorced,sometimes,no,1.0,private,5 - 10,83,85,90,86.0,2.0
445,female,high school,standard,none,married,regularly,yes,0.0,private,< 5,62,68,74,68.0,1.0
446,female,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,68,86,84,79.0,2.0
447,female,some high school,standard,none,married,sometimes,no,5.0,private,> 10,57,66,60,61.0,3.0
448,female,associate's degree,standard,none,single,sometimes,yes,2.0,private,5 - 10,90,90,91,90.0,2.0
450,male,bachelor's degree,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,76,62,66,68.0,2.0
451,male,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,80,68,72,73.0,2.0
452,female,master's degree,standard,none,single,never,yes,1.0,private,5 - 10,53,64,70,62.0,2.0
453,male,associate's degree,standard,none,single,sometimes,yes,4.0,school_bus,> 10,78,72,68,73.0,3.0
454,male,high school,standard,completed,married,sometimes,yes,1.0,private,5 - 10,73,71,68,71.0,2.0
455,female,associate's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,52,59,56,56.0,2.0
456,male,some college,free/reduced,none,married,sometimes,yes,2.0,private,> 10,70,69,62,67.0,3.0
457,male,high school,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,59,52,46,52.0,2.0
458,female,associate's degree,standard,none,single,regularly,no,3.0,school_bus,< 5,48,51,54,51.0,1.0
